drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0495,esomeprazole,esomeprazole,Proton pump inhibitor,Cproton-pump-inhibito,proton-pump-inhibitor,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,"GERD, peptic ulcer and acid suppression concepts.","Headache, GI upset; long-term use has nutrient/infection risk themes.",High-yield: PPIs end in -prazole and are strong acid suppressors.,"omeprazole, pantoprazole, esomeprazole, lansoprazole, rabeprazole",,Yes,High,esomeprazole | Proton pump inhibitor | Gastrointestinal | Acid reflux and peptic ulcer | Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion. | High-yield: PPIs end in -prazole and are strong acid suppressors.,What is the drug class of esomeprazole?,esomeprazole belongs to Proton pump inhibitor. Mechanism theme: Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,esomeprazole belongs to which drug class?,Proton pump inhibitor,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0496,lansoprazole,lansoprazole,Proton pump inhibitor,Cproton-pump-inhibito,proton-pump-inhibitor,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,"GERD, peptic ulcer and acid suppression concepts.","Headache, GI upset; long-term use has nutrient/infection risk themes.",High-yield: PPIs end in -prazole and are strong acid suppressors.,"omeprazole, pantoprazole, esomeprazole, lansoprazole, rabeprazole",,No,Core,lansoprazole | Proton pump inhibitor | Gastrointestinal | Acid reflux and peptic ulcer | Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion. | High-yield: PPIs end in -prazole and are strong acid suppressors.,What is the drug class of lansoprazole?,lansoprazole belongs to Proton pump inhibitor. Mechanism theme: Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,lansoprazole belongs to which drug class?,Proton pump inhibitor,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0497,omeprazole,omeprazole,Proton pump inhibitor,Cproton-pump-inhibito,proton-pump-inhibitor,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,"GERD, peptic ulcer and acid suppression concepts.","Headache, GI upset; long-term use has nutrient/infection risk themes.",High-yield: PPIs end in -prazole and are strong acid suppressors.,"omeprazole, pantoprazole, esomeprazole, lansoprazole, rabeprazole",,Yes,High,omeprazole | Proton pump inhibitor | Gastrointestinal | Acid reflux and peptic ulcer | Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion. | High-yield: PPIs end in -prazole and are strong acid suppressors.,What is the drug class of omeprazole?,omeprazole belongs to Proton pump inhibitor. Mechanism theme: Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,omeprazole belongs to which drug class?,Proton pump inhibitor,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0498,pantoprazole,pantoprazole,Proton pump inhibitor,Cproton-pump-inhibito,proton-pump-inhibitor,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,"GERD, peptic ulcer and acid suppression concepts.","Headache, GI upset; long-term use has nutrient/infection risk themes.",High-yield: PPIs end in -prazole and are strong acid suppressors.,"omeprazole, pantoprazole, esomeprazole, lansoprazole, rabeprazole",,Yes,High,pantoprazole | Proton pump inhibitor | Gastrointestinal | Acid reflux and peptic ulcer | Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion. | High-yield: PPIs end in -prazole and are strong acid suppressors.,What is the drug class of pantoprazole?,pantoprazole belongs to Proton pump inhibitor. Mechanism theme: Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,pantoprazole belongs to which drug class?,Proton pump inhibitor,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0499,rabeprazole,rabeprazole,Proton pump inhibitor,Cproton-pump-inhibito,proton-pump-inhibitor,Gastrointestinal,gastrointestinal,Acid reflux and peptic ulcer,acid-reflux-and-peptic-ulcer,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,"GERD, peptic ulcer and acid suppression concepts.","Headache, GI upset; long-term use has nutrient/infection risk themes.",High-yield: PPIs end in -prazole and are strong acid suppressors.,"omeprazole, pantoprazole, esomeprazole, lansoprazole, rabeprazole",,No,Core,rabeprazole | Proton pump inhibitor | Gastrointestinal | Acid reflux and peptic ulcer | Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion. | High-yield: PPIs end in -prazole and are strong acid suppressors.,What is the drug class of rabeprazole?,rabeprazole belongs to Proton pump inhibitor. Mechanism theme: Irreversibly inhibits gastric H+/K+ ATPase and reduces acid secretion.,rabeprazole belongs to which drug class?,Proton pump inhibitor,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0500,adalimumab,adalimumab,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,No,Core,"adalimumab | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of adalimumab?,"adalimumab belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",adalimumab belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0501,azathioprine,azathioprine,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,Yes,High,"azathioprine | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of azathioprine?,"azathioprine belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",azathioprine belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0502,infliximab,infliximab,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,No,Core,"infliximab | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of infliximab?,"infliximab belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",infliximab belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0503,mercaptopurine,mercaptopurine,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,No,Core,"mercaptopurine | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of mercaptopurine?,"mercaptopurine belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",mercaptopurine belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0504,mesalamine,mesalamine,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,Yes,High,"mesalamine | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of mesalamine?,"mesalamine belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",mesalamine belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0505,sulfasalazine,sulfasalazine,IBD drug,Cibd-drug,ibd-drug,Gastrointestinal & Immunology,gastrointestinal-immunology,Inflammatory bowel disease,inflammatory-bowel-disease,"Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.","Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",Ulcerative colitis and Crohn disease concepts.,"Drug-specific GI, liver, blood count or infection risk themes.",High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.,"mesalamine, sulfasalazine, azathioprine, mercaptopurine, infliximab, adalimumab",,Yes,High,"sulfasalazine | IBD drug | Gastrointestinal & Immunology | Inflammatory bowel disease | Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade. | High-yield: mesalamine/sulfasalazine are 5-ASA drugs; anti-TNF drugs are biologics.",What is the drug class of sulfasalazine?,"sulfasalazine belongs to IBD drug. Mechanism theme: Reduces intestinal inflammation through 5-ASA, immune suppression or cytokine blockade.",sulfasalazine belongs to which drug class?,IBD drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0506,aspirin,aspirin,NSAID,Cnsaid,nsaid,Pain & Inflammation,pain-inflammation,"Pain, fever and inflammation",pain,Inhibits COX enzymes and reduces prostaglandin synthesis.,Inhibits COX enzymes and reduces prostaglandin synthesis.,"Pain, fever, inflammation and dysmenorrhea concepts.","Gastric irritation/bleeding, kidney risk, fluid retention; COX-2 drugs have cardiovascular risk themes.",High-yield: NSAIDs inhibit COX and reduce prostaglandins.,"aspirin, ibuprofen, naproxen, diclofenac, indomethacin, ketorolac, piroxicam, meloxicam",,Yes,High,"aspirin | NSAID | Pain & Inflammation | Pain, fever and inflammation | Inhibits COX enzymes and reduces prostaglandin synthesis. | High-yield: NSAIDs inhibit COX and reduce prostaglandins.",What is the drug class of aspirin?,aspirin belongs to NSAID. Mechanism theme: Inhibits COX enzymes and reduces prostaglandin synthesis.,aspirin belongs to which drug class?,NSAID,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0507,celecoxib,celecoxib,NSAID,Cnsaid,nsaid,Pain & Inflammation,pain-inflammation,"Pain, fever and inflammation",pain,Inhibits COX enzymes and reduces prostaglandin synthesis.,Inhibits COX enzymes and reduces prostaglandin synthesis.,"Pain, fever, inflammation and dysmenorrhea concepts.","Gastric irritation/bleeding, kidney risk, fluid retention; COX-2 drugs have cardiovascular risk themes.",High-yield: NSAIDs inhibit COX and reduce prostaglandins.,"aspirin, ibuprofen, naproxen, diclofenac, indomethacin, ketorolac, piroxicam, meloxicam",,No,Core,"celecoxib | NSAID | Pain & Inflammation | Pain, fever and inflammation | Inhibits COX enzymes and reduces prostaglandin synthesis. | High-yield: NSAIDs inhibit COX and reduce prostaglandins.",What is the drug class of celecoxib?,celecoxib belongs to NSAID. Mechanism theme: Inhibits COX enzymes and reduces prostaglandin synthesis.,celecoxib belongs to which drug class?,NSAID,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
